gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000235612.1,RP1-158P9.1,-1.278868055389507,-0.1450246978385905,0.2009435234658291,0.03634647549393098,0.0403084474891042,0.000251160899874662,NA,42,47,47
ENSG00000146700.8,SRCRB4D,-1.27885412122923,-0.08714922436683792,0.20094843118450112,0.09190777310271996,0.254814084963963,1.63383302886697e-23,NA,18,23,23
ENSG00000260302.1,RP11-973H7.1,-1.278632430922671,-0.10042643942252957,0.20102652398410592,0.06067476918715936,0.175942195248826,4.53013958854035e-16,NA,16,22,22
ENSG00000227920.2,RP1-153P14.5,-1.2782763909971022,-0.10616222633009244,0.201151989216226,0.07461164352893543,0.300228773978686,3.6369378255329e-28,NA,17,23,23
ENSG00000132881.7,RSG1,1.2779126183214564,0.13655325713042255,0.2012802383877933,0.032959193212307426,0.0980533493411621,4.01606843568665e-09,NA,11,11,11
ENSG00000108666.5,C17orf75,1.2775315886489498,0.09227868481177477,0.20141463551017447,0.09325913708770595,0.174307435103421,1.67918531104639e-15,NA,19,22,22
ENSG00000186792.11,HYAL3,-1.2771118386913478,-0.1005716224163531,0.20156276583609645,0.11123574436834585,0.14996655361023,5.73008856583528e-14,NA,29,43,43
ENSG00000166347.14,CYB5A,-1.2760444290091284,-0.22274314880219023,0.20193981400416172,0.01818603055035146,0.0419144087472622,0.000197052331393916,NA,26,32,32
ENSG00000204913.5,LRRC3C,1.275906230631068,0.21199336937490654,0.20198866829940365,0.013032768384535355,0.0348520047907934,0.000691315357905677,NA,14,17,17
ENSG00000179902.8,C1orf194,-1.2756960004338458,-0.16231276305049305,0.20206300297298851,0.02671577949053959,0.063336130353956,2.5319946459357e-06,NA,3,4,4
ENSG00000146263.7,MMS22L,1.2756725722152698,0.07491383402178382,0.2020712881222455,0.12470439992319829,0.106551602126309,1.10264981477141e-09,NA,59,65,65
ENSG00000102452.11,NALCN,1.275003674622894,0.11562133312893697,0.20230794136695185,0.057229607114778286,0.0905094912771659,1.90768025047195e-08,NA,37,45,45
ENSG00000226380.3,MIR29B1,1.2745106558724155,0.6017773904204005,0.2024824986478816,0.0026047083198813743,0.0307151735549323,0.00153485169911171,NA,3,6,6
ENSG00000225398.2,RP11-395L14.5,-1.2737960739846927,-0.11960457290960545,0.20273569691876014,0.04703563488592071,0.13589783722364,2.6574782379115e-12,NA,7,7,7
ENSG00000134265.8,NAPG,1.2734880580473253,0.06824651379073364,0.20284490751786355,0.19369876783348,0.336637342800007,8.08058317011305e-33,NA,37,48,48
ENSG00000175287.14,PHYHD1,1.2730871644441282,0.1087630318987552,0.20298711313872642,0.05250965466211668,0.19597700147408,4.80993125027066e-18,NA,9,14,14
ENSG00000102886.10,GDPD3,1.272592713770519,0.10598471926858213,0.20316260546103737,0.10283169913341667,0.0744391329750987,5.84126968182734e-07,NA,16,20,20
ENSG00000112303.9,VNN2,1.2725418045404555,0.10714366752194464,0.20318068063110883,0.05183898689594498,0.126162439626253,2.48585299074349e-11,NA,19,25,25
ENSG00000267733.1,RP11-64C12.3,-1.272284514154026,-0.06851792485053981,0.2032720487291091,0.16109539955473273,0.384831036576079,2.130013305376e-39,NA,49,62,62
ENSG00000178607.11,ERN1,-1.2719878915714196,-0.2681056701044591,0.203377421467685,0.015993336860273096,0.0304657730360562,0.00160731177161584,NA,20,24,24
ENSG00000140382.10,HMG20A,1.2717137316411753,0.14065010511672446,0.20347484989493325,0.03939114766251794,0.0520286766833236,3.13371065181476e-05,NA,16,20,20
ENSG00000149115.9,TNKS1BP1,-1.2713320409147897,-0.27345652707684037,0.2036105482018139,0.010314720617553508,0.0811728193234187,1.11737464618049e-07,NA,14,17,17
ENSG00000164266.6,SPINK1,1.2707530448982498,0.2211770070606221,0.2038165180274708,0.01941542544173587,0.0376814399726785,0.000399267960280981,NA,16,19,19
ENSG00000039139.9,DNAH5,1.270652760625432,0.09255944605032182,0.20385220817229477,0.07283048225887281,0.198730216037852,7.03430054536065e-18,NA,12,16,16
ENSG00000109794.9,FAM149A,1.2705211794422784,0.07835318316161707,0.20389904346550347,0.16669355875958453,0.244521906203212,2.15540452415867e-22,NA,45,48,48
ENSG00000182544.8,MFSD5,1.2704557213785623,0.31944071401080043,0.2039223456680298,0.005998575087424133,0.028621463678312,0.00226107960165111,NA,22,23,23
ENSG00000165568.13,AKR1E2,1.270141088379597,0.15257458271355587,0.2040343778879864,0.029562041216879102,0.0323043571545972,0.00119104245683289,NA,29,31,31
ENSG00000116830.7,TTF2,1.2698606528794314,0.08758873944981503,0.2041342710561187,0.07274464696324101,0.0916986975977858,1.84952404366541e-08,NA,28,31,31
ENSG00000261068.1,RP11-7K24.3,1.2687986661117328,0.10548015825203982,0.20451288100850562,0.06387738708599666,0.104277272156794,1.55898513477768e-09,NA,20,23,23
ENSG00000139505.10,MTMR6,1.2683238504695213,0.11477560170237203,0.20468232313418488,0.048531303089959364,0.0888950000100706,2.2776348275669e-08,NA,8,8,8
ENSG00000164736.5,SOX17,1.2681107195162649,0.3268510241753233,0.2047584139740828,0.011626668982633655,0.0190340632748522,0.0109501023212834,NA,8,9,9
ENSG00000136872.13,ALDOB,-1.2679996452632598,-0.18220514695954518,0.2047980772451936,0.023095655281968663,0.104556447801918,6.29480742469908e-10,NA,21,25,25
ENSG00000198453.8,ZNF568,-1.2678468508159901,-0.11099429072375237,0.20485264742099152,0.04990723966608282,0.0616562916404198,4.0170490846715e-06,NA,28,35,35
ENSG00000139549.2,DHH,-1.267321943321537,-0.18736814505200156,0.20504019744386714,0.021235363827694118,0.0454370976806105,0.000103101137677718,NA,17,21,21
ENSG00000064195.7,DLX3,1.2669244484968416,0.1213884872701127,0.2051823058186082,0.037743414705416464,0.0302165605062048,0.00149920062832501,NA,32,35,35
ENSG00000129103.13,SUMF2,1.2663539539267867,0.09353407919832603,0.20538638843086543,0.0798107835500795,0.136859579228097,3.29459443535452e-12,NA,26,33,33
ENSG00000259124.1,RP11-187O7.3,-1.266315937042236,-0.4937319049398288,0.20539999342500714,0.005672914764969484,0.0377886494410334,0.000395120498153705,NA,1,4,4
ENSG00000169738.3,DCXR,1.2661980913898694,0.15660077305559023,0.20544217067483794,0.023603272095460297,0.045935341000916,8.06554975987169e-05,NA,4,4,4
ENSG00000159788.14,RGS12,-1.2658664662100043,-0.18492674723118818,0.2055608939230673,0.023520476431147186,0.0726858369149545,5.92515726799525e-07,NA,7,8,8
ENSG00000106526.6,ACTR3C,1.2657473084314876,0.13000343039760515,0.20560356509639455,0.06186148741989594,0.113991015627339,1.28126549311907e-10,NA,13,14,14
ENSG00000162390.13,ACOT11,1.265725310499444,0.06869762197021857,0.20561144340231252,0.15104819889397014,0.0313265863190421,0.00124117234591674,NA,106,121,121
ENSG00000164924.13,YWHAZ,1.2655874609261837,0.084689651240182,0.20566081763320632,0.16383034455712508,0.282245430407252,3.81915008518827e-26,NA,27,29,29
ENSG00000224886.2,BEND3P3,-1.2650930442977006,-0.22416241018800506,0.205837976027475,0.02512482012692012,0.159647092363791,1.23107713463389e-14,NA,19,24,24
ENSG00000108599.10,AKAP10,1.2649104942550415,0.08165647713660547,0.20590341501705944,0.09503069707068865,0.0709349874127967,9.20821031936366e-07,NA,28,37,37
ENSG00000272156.1,RP11-477N3.1,1.2648883034626595,0.14317029269052017,0.20591137081408084,0.02904905849807477,0.0674548105940244,1.96567592163112e-06,NA,13,16,16
ENSG00000205771.2,CATSPER2P1,-1.2646986450170665,-0.1723213195442883,0.20597937587867177,0.0470725939590355,0.0823363436028682,8.697189228739e-08,NA,16,20,20
ENSG00000155893.7,ACPL2,-1.2635288310432649,-0.21262630489539716,0.20639919205015222,0.013402375874059982,0.0603195230661424,6.624241294422e-06,NA,12,14,14
ENSG00000011523.9,CEP68,-1.2625456976462825,-0.16567780205223426,0.20675249359276626,0.023063859353141442,0.113071225744898,3.67859595222226e-10,NA,7,8,8
ENSG00000236713.1,RP11-363I22.3,-1.262007320802168,-0.562759718826074,0.20694615211827772,0.00257693840878104,0.0200056931056189,0.0105912816629929,NA,3,3,3
ENSG00000138193.10,PLCE1,-1.261783263219743,-0.1859709098048388,0.20702678623689197,0.014409814220073154,0.0319348175577236,0.000963030064878885,NA,12,12,12
ENSG00000198648.6,STK39,-1.2613238113819782,-0.19293804080455423,0.2071922056440969,0.013349882010370483,0.0127343744586116,0.0403903323434008,NA,18,22,22
ENSG00000079974.13,RABL2B,1.2612035623028608,0.36784350502989,0.2072355155271386,0.009185360774800241,0.0124506663142701,0.0433470525034983,NA,15,17,17
ENSG00000142687.13,KIAA0319L,1.2611974983408325,0.27185544053770905,0.20723769974683193,0.01630958046470171,0.0496694616235434,4.93665002705608e-05,NA,18,21,21
ENSG00000198838.7,RYR3,1.2611187059236117,0.13133337890546187,0.20726608204174735,0.04888942593724252,0.0873669280145447,4.99541304136639e-08,NA,48,52,52
ENSG00000198589.6,LRBA,-1.2610588377681518,-0.3738859458785038,0.20728764939909194,0.004271525762747568,0.0163537596420718,0.0214008568996668,NA,8,12,12
ENSG00000086696.6,HSD17B2,-1.2610161674415088,-0.2015775524485253,0.20730302227432906,0.02667042497755967,0.0713503433593808,9.20891654801045e-07,NA,13,15,15
ENSG00000106263.13,EIF3B,1.2609702395444877,0.13286454619356206,0.20731956968158805,0.03942438214430506,0.0727606462140557,2.15935331863099e-07,NA,11,14,14
ENSG00000108591.5,DRG2,-1.2609149256004326,-0.18883705404014695,0.20733950006912216,0.03838597646935395,0.128095836185494,1.4994600050375e-11,NA,8,10,10
ENSG00000134489.6,HRH4,-1.260806461153753,-0.07537993726079256,0.20737858536151144,0.11941259016089849,0.185296775718302,6.05957754117766e-17,NA,32,34,34
ENSG00000205106.2,CTD-2210P24.4,-1.2608051175734851,-0.16828053809145482,0.20737906955577623,0.02899312813212348,0.0943641698840208,1.23121036132207e-08,NA,6,7,7
ENSG00000214063.6,TSPAN4,-1.260772732389449,-0.1065491100196072,0.20739074065140461,0.08218338406272943,0.158622527757,2.98598784891129e-14,NA,28,29,29
ENSG00000168743.8,NPNT,-1.260596209036183,-0.08158398215198252,0.20745436518609406,0.09173793759888602,0.090379408066816,2.1007227761122e-08,NA,66,75,75
ENSG00000010322.11,NISCH,-1.2599639206121107,-0.13108541739953555,0.20768237790076594,0.044328702730908665,0.0371776876254591,0.000424552714310225,NA,17,19,19
ENSG00000054219.9,LY75,-1.2595048839835103,-0.04346546985622267,0.2078480272629063,0.3485655412872183,0.430898970233925,3.47087138079871e-48,NA,21,23,23
ENSG00000203791.9,METTL10,-1.2594927513667653,-0.09066629987132664,0.20785240677549133,0.12821503023909725,0.251977880149257,3.74200857765759e-23,NA,26,30,30
ENSG00000239998.1,LILRA2,-1.2582392170678045,-0.33800916330815384,0.20830525597733807,0.008725248142097368,0.125186238635779,3.02236850144664e-11,NA,20,31,31
ENSG00000075702.12,WDR62,-1.2581633902708043,-0.12746758159926044,0.20833267193224547,0.060784420892595115,0.0360039262816436,0.00059205936484902,NA,34,42,42
ENSG00000142046.10,TMEM91,-1.2574672107285036,-0.06953181023594039,0.20858450503669357,0.15878299836338325,0.212113674483545,5.39156437774162e-19,NA,59,75,75
ENSG00000188428.12,BLOC1S5,1.2574393433456772,0.11377884118371318,0.20859459025891502,0.067082127199843,0.0129627299075716,0.039985711771989,NA,60,70,70
ENSG00000171928.9,TVP23B,1.2570229871516245,0.0696991239030234,0.208745311897083,0.23538631976364627,0.470380791005941,3.44326916010464e-51,NA,9,13,13
ENSG00000054793.9,ATP9A,1.2565898141030056,0.08367132876745431,0.20890220501346168,0.08912193220562063,0.148693149630014,2.00542449923857e-13,NA,51,64,64
ENSG00000140830.4,TXNL4B,-1.2564429320067587,-0.2037138955737034,0.2089554243686017,0.014677942064236038,0.0183837823761163,0.013026410826735,NA,15,24,24
ENSG00000169967.12,MAP3K2,1.2561740234389402,0.10406526402498342,0.20905288266709376,0.06769201518390443,0.0717915468113941,8.14606503541829e-07,NA,29,32,32
ENSG00000059573.4,ALDH18A1,1.2559908873224515,0.07973778973424793,0.20911927401617736,0.11495347224231951,0.0693548538278211,1.24628234966139e-06,NA,73,83,83
ENSG00000267838.1,AC008746.12,-1.2557746054360153,-0.12288942904016406,0.20919770119208936,0.04084289836699306,0.206449974278809,4.94110477662944e-19,NA,14,19,19
ENSG00000204514.5,ZNF814,1.2556539315672577,0.1260548241680316,0.20924146867283322,0.05123025628559442,0.0544020448564658,1.78532518773787e-05,NA,32,40,40
ENSG00000173409.9,ARV1,1.2552632524920728,0.2610041303520315,0.2093832104535056,0.01325450645651641,0.0188941577151734,0.0130281935806789,NA,23,25,25
ENSG00000164334.11,FAM170A,-1.2549272663135402,-0.13087889891711624,0.20950516478208892,0.03367875729841416,0.0827287465170048,1.09226915653229e-07,NA,4,4,4
ENSG00000196151.6,WDSUB1,1.2547262115058786,0.07215791824148479,0.20957816709481347,0.15102419348498114,0.183981097661124,1.15858627271698e-16,NA,44,56,56
ENSG00000141127.10,PRPSAP2,-1.2545984066872178,-0.1377331946561496,0.209624582162389,0.04538027104549874,0.273649236822879,1.71954260616566e-25,NA,21,30,30
ENSG00000269271.1,CTB-83J4.2,1.2539870095681969,0.3235607161800496,0.2098467271475013,0.01039567081494135,0.0244569386709426,0.00460092804087755,NA,10,12,12
ENSG00000188626.5,GOLGA8M,-1.2537407747070635,-0.9387281899512685,0.2099362422289891,0.001373401495383037,0.15934821513683,1.77104161335959e-14,NA,4,8,8
ENSG00000197403.2,OR6N1,-1.2536563212510536,-0.13455460178371542,0.20996695041268854,0.03853744222604773,0.0683483754667784,1.57634068710302e-06,NA,28,30,30
ENSG00000122643.14,NT5C3A,1.253542961502948,0.17115143283564038,0.21000817434588548,0.022314386190728883,0.0833571165291405,9.55332171995125e-08,NA,21,30,30
ENSG00000141252.15,VPS53,1.2534637770225625,0.045967144289154764,0.21003697371911434,0.3014208416629876,0.430119622635289,7.92613022237321e-45,NA,28,34,34
ENSG00000182667.10,NTM,-1.2534354638185614,-0.048893171120746044,0.21004727191723527,0.42924000736886375,0.468052122081288,1.87045320084139e-51,NA,79,97,97
ENSG00000129295.4,LRRC6,-1.2532914674609568,-0.2393715225110361,0.21009965253663843,0.013017840839528838,0.0532479888387883,1.92274976345425e-05,NA,9,10,10
ENSG00000213598.3,RP11-112J1.1,1.2532868077415378,0.25460022813616734,0.2101013477304069,0.009160910049863578,0.0168274869677474,0.0189659647748679,NA,6,7,7
ENSG00000125851.5,PCSK2,1.2522024769771054,0.24879656144072843,0.21049609367292255,0.01981449128297849,0.0198729119337196,0.0106664944988346,NA,18,21,21
ENSG00000120451.6,SNX19,-1.2519828831103978,-0.04902491056568662,0.21057610117359205,0.32110250453608324,0.509647699263415,3.49562664902234e-58,NA,46,59,59
ENSG00000072210.14,ALDH3A2,1.2518380484723177,0.1228990971713232,0.21062888270815083,0.05425358136264938,0.106805099994399,6.2380346240849e-10,NA,26,29,29
ENSG00000130348.7,QRSL1,1.2518093804746302,0.054219095388960754,0.21063933121182177,0.22826580935324622,0.283691543136683,4.7240500286783e-27,NA,55,64,64
ENSG00000256540.1,RP11-598F7.6,-1.2517899381698192,-0.24336958981579757,0.21064641747967494,0.0175530498872207,0.0437789521945014,0.000148070099570121,NA,11,12,12
ENSG00000184293.3,CLECL1,-1.2517811805582761,-0.05143749459087633,0.2106496094817093,0.2112595992953044,0.323858106056952,2.04002944316032e-31,NA,23,23,23
ENSG00000260091.1,RP11-33B1.4,-1.2516057708721708,-0.18094528143154853,0.2107135507302932,0.017538871965862506,0.12301026021789,5.31817340523973e-11,NA,13,18,18
ENSG00000118276.7,B4GALT6,1.2516036635945826,0.12969006993625337,0.2107143189713916,0.021780053626166456,0.0447062556199202,0.000111198225276488,NA,18,19,19
ENSG00000141140.12,MYO19,1.250893804104607,0.10799371554743167,0.2109732246994882,0.08139242755635046,0.185384587080606,9.93803646353152e-17,NA,21,27,27
ENSG00000196814.10,MVB12B,1.250849617848983,0.3700676645451412,0.21098934827326365,0.0067699457675885035,0.0131175260216852,0.0364045686331689,NA,6,8,8
ENSG00000214646.4,RP11-114H24.4,1.2506983059607573,0.1483079335608071,0.21104456876367883,0.04530608943731223,0.0784630101235187,1.95283205270297e-07,NA,11,14,14
ENSG00000144455.9,SUMF1,1.2498401409069526,0.06602252744671835,0.21135794940260344,0.25546715838041495,0.386155087593297,7.0836551125566e-39,NA,25,33,33
ENSG00000175224.12,ATG13,-1.2496787006337313,-0.3384559516978351,0.21141694097494723,0.005474281211070583,0.0198278204775687,0.0108189593283857,NA,12,13,13
ENSG00000184432.5,COPB2,-1.2496264205742862,-0.13101176898999892,0.21143604707984454,0.051967267342557154,0.0729630686947886,5.84132790041274e-07,NA,46,50,50
ENSG00000169087.6,HSPBAP1,1.2488642940507462,0.07779199988196238,0.21171471317201718,0.08232917509645313,0.0600610810701513,5.84139351297913e-06,NA,80,91,91
ENSG00000243701.1,LINC00883,1.248381886943675,0.16507849189011128,0.21189123900351425,0.03652618269538303,0.0593586075213022,5.17757443858211e-06,NA,24,26,26
ENSG00000221571.2,RNU6ATAC35P,1.2476204916516924,0.13240612200142335,0.21217007055381953,0.036424510850784714,0.0426989734164766,0.000166899269930266,NA,24,28,28
ENSG00000162980.12,ARL5A,1.2473923056654894,0.3138656023419666,0.21225368644321796,0.009628354803056363,0.0360380550343363,0.000356154534786381,NA,21,24,24
ENSG00000146166.12,LGSN,-1.245840940490425,-0.18737952332334656,0.21282279589901776,0.019821295975291905,0.0319228822341105,0.00110619891954606,NA,32,35,35
ENSG00000186017.10,ZNF566,1.2457921015885491,0.10064752080334823,0.21284073004352522,0.04932382031195036,0.0553830564231657,1.17820078049503e-05,NA,28,29,29
ENSG00000258476.1,RP11-76E17.3,1.2446787614909376,0.11163523547055833,0.21324985593377133,0.049405815240657514,0.0160946022010988,0.0215294213555423,NA,61,70,70
ENSG00000180354.11,C7orf41,1.243847505634859,0.17167812531409485,0.21355569251995254,0.020317495239135452,0.032582015878428,0.000986747398578485,NA,17,19,19
ENSG00000125454.7,SLC25A19,-1.243570310806278,-0.16578890070287824,0.21365774868874365,0.029187274242491363,0.0662251870050129,2.12213658529522e-06,NA,12,12,12
ENSG00000235290.1,HLA-W,1.2433478065290715,0.12736537261499284,0.21373969462845288,0.0516031243224693,0.120227783777776,1.06283577019124e-10,NA,18,22,22
ENSG00000103037.7,SETD6,1.2427277139967692,0.1735577956745284,0.2139681877099403,0.021947117444252,0.049157354198513,4.26625702903571e-05,NA,12,13,13
ENSG00000010539.7,ZNF200,1.2421073094238695,0.14952604953742266,0.21419697205186872,0.05865776865437994,0.148714442194903,1.66679289878141e-13,NA,13,16,16
ENSG00000214435.3,AS3MT,-1.24185718486963,-0.04563725765621512,0.21428925945995225,0.2940442666033194,0.282955136620272,2.68150696423186e-26,NA,72,85,85
ENSG00000154917.6,RAB6B,1.2414243474131774,0.2525826698008333,0.21444902941885047,0.01570420948475368,0.0245711322155247,0.00456054136501886,NA,9,9,9
ENSG00000174837.10,EMR1,1.2413495296559054,0.07699644659141769,0.2144766550259316,0.10737936792543992,0.131061583644386,6.55603372204676e-12,NA,34,40,40
ENSG00000167306.14,MYO5B,-1.2407587480028395,-0.2519180352832297,0.21469488456999553,0.010602857497117174,0.0222308502527045,0.00672238860922408,NA,14,18,18
ENSG00000138722.5,MMRN1,1.240667454418655,0.0880855405750464,0.21472862189060615,0.09210224435170092,0.100484458684847,2.6704100524603e-09,NA,25,26,26
ENSG00000163608.10,C3orf17,-1.240227121756917,-0.09823654184721299,0.21489139941786684,0.04975704502629886,0.0393233292975691,0.00027666089628763,NA,32,32,32
ENSG00000171766.11,GATM,-1.2397846784882798,-0.39339186146508315,0.21505504673147302,0.007461806356643967,0.0228860415761191,0.0060453336463306,NA,30,42,42
ENSG00000258346.1,RP11-148B3.2,1.2394844147910289,0.36389999027030817,0.21516615696731212,0.0052734092066053315,0.0145829862871502,0.0296906141643032,NA,3,3,3
ENSG00000132821.7,VSTM2L,-1.2388591148136732,-0.10676041808501013,0.21539767709701318,0.07293627229780131,0.173072822741224,5.1161670920695e-16,NA,15,19,19
ENSG00000129657.10,SEC14L1,-1.2387700507241386,-0.1586033600754489,0.21543066807335887,0.03799033675551319,0.0785822386468429,9.99050271499008e-08,NA,24,27,27
ENSG00000127481.10,UBR4,1.238344050465323,0.11135809892397835,0.2155885167484375,0.05331401711215825,0.075801354163251,1.93566991283488e-07,NA,21,23,23
ENSG00000244733.4,RP11-506M13.3,-1.2377202321516203,-0.32568766719064585,0.21581981454122923,0.011624526040518753,0.221446027553201,1.06281184078787e-20,NA,12,15,15
ENSG00000196652.7,ZKSCAN5,-1.237589557027325,-0.19759637994564594,0.2158682885670532,0.015999437243363494,0.0348644526778899,0.000558994420685029,NA,5,5,5
ENSG00000137441.7,FGFBP2,-1.2373450131872366,-0.14989613364446844,0.2159590233343638,0.04950874561639962,0.0672229643890177,1.81736438629839e-06,NA,17,20,20
ENSG00000166402.4,TUB,-1.2366325162417275,-0.15851324083707868,0.21622354249289433,0.02490456972326316,0.0237126832817785,0.00535879819541235,NA,18,19,19
ENSG00000229191.1,RP11-168O16.1,1.236525794153532,0.11709400777433485,0.2162631838439928,0.07066960576675303,0.0505975136364701,3.09615626375974e-05,NA,72,81,81
